parent_hashtag;Instagram_auto_desc;post_date
climatecrisisisreal;nature and sky.;2021-09-26
climatecrisisisreal;outdoors and text that says 'CONTROVERSY CORNER WHY I REFUSE TO PARTICIPATE IN COP26 THIS NOVEMBER THE 2021 CLIMATE CONFERENCE SERIES UNCLIMATE ONCLIMATE CHANGE CONFERENCE UK2021 WITH ITHITALY ITALY IN PARTNERSHIP PARTNERSHIP Written by Stephen Leonard'.;2021-09-03
climatebreakdown;text that says 'THE PLASTIC YOU USE ONCE TORTURES THE OCEANS FOREVER uselessplastic SHEPHERD'.;2021-08-04
climatebreakdown;one or more people, people standing and outdoors.;2021-11-02
climatebreakdown;one or more people, outdoors and text that says 'CODEORED HUMANITY'.;2021-11-02
climatebreakdown;"one or more people and text that says 'Stop saying: ""Do it for your children"" Start saying: ""Do ""f it for the people dying @thegreenmonki'.";2021-07-15
climatebreakdown;text that says 'NUMBER OF YEARS GLOBAL LEADERS HAVE MET TO DISCUSS CLIMATE CHANGE: -- 25 NUMBER OF YEARS CO2 EMISSIONS HAVE FALLEN: O GREENPEACE'.;2021-11-08
climatebreakdown;flower and nature.;2021-08-12
climatebreakdown;bird.;2021-12-05
climatebreakdown;"text that says '""Ask anyone, for what purpose everything exists... The general answer is that everything was created for our practical use and accommodation. In short, the whole magnificent scene of things is daily and confidently asserted to be ultimately intended for the peculiar convenience of mankind. Thus do the bulk of the human species vauntingly elevate themselves above the innumerable existences that surround them."" G.H. Toulmin, The Antiquity and Duration of the World, 1780'.";2021-12-05
climatebreakdown;one or more people and people standing.;2021-09-09
climatebreakdown;rhinoceros and outdoors.;2021-10-18
climatebreakdown;Photo by Peter Anderson on July 14, 2021. May be art.;2021-07-14
climatempo;sky.;2022-01-09
climatempo;cloud.;2022-01-12
climatempo;Photo shared by Pᴀᴏʟᴀ Cᴀᴢᴢᴀɴɪɢᴀ on January 10, 2022 tagging @tv_soft, @bpa_nature_, @tv_closeup, @macro_mextures, @rsa_outdoors, @macro_mania__, @vizorturkflowermacro, @ig_naturemagic, @allkindsofmagic, @natures.moods, @lensloves_nature, @silenzicolorati, @scatto_nature, @scatto_macro, @natures.lights, and @nature_lensart. May be a closeup of nature.;2022-01-10
climatempo;sky and text that says 'ALERTA DEFESA CIVIL CALOR INTENSO 11.01Ð 11.01a14.01 14.01 TEMPERATURA: 28°Ca31℃ Redobreo cuidados idosos, crianças e pets. SEHIDRATE, BAÁGUA Em caso de emergências, acione Defesa Civil pelo Corpo de Bombeiros pelo 193 Fonte: Defesa Civil de Santa Catarina ou Bandf Florianópolis 96.1'.;2022-01-12
climatempo;lightning and text that says 'tama'.;2022-01-19
climatempo;nature and mountain.;2022-03-09
climatempo;one or more people.;2021-10-19
climatempo;Photo by Magali Maschi in Gota Antiga Estrada Ibitinga-Bauru. May be a closeup of nature and grass.;2022-01-23
